SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
MG,14,F,0,438.1,489.4,496.6,577.7,360.0,G
BA,14,F,0,394.4,381.4,510.9,402.8,400.0,H
BA,14,F,1,568.4,575.2,594.3,553.7,580.0,I
MG,14,F,0,400.9,526.4,564.7,507.2,840.0,Q
MG,14,M,0,,,,,,H
MG,14,M,0,630.6,463.0,566.4,635.3,680.0,N
MG,14,F,0,588.0,594.4,577.5,647.0,600.0,N
MG,14,M,0,456.9,586.2,569.4,624.9,580.0,P
BA,14,M,1,419.9,418.6,474.8,362.0,0.0,B
BA,14,F,0,414.3,469.0,473.0,453.3,440.0,B
BA,14,F,1,407.1,487.4,427.7,444.7,600.0,G
MG,14,F,0,406.3,414.3,467.6,468.3,0.0,G
MG,14,F,0,361.3,436.4,366.6,413.9,380.0,C
BA,14,F,0,492.9,556.7,538.8,629.0,620.0,H
BA,14,F,1,534.6,601.7,574.4,685.8,620.0,G
BA,14,F,0,,,,,,O
BA,14,F,0,430.5,437.5,492.6,445.8,480.0,J
MG,14,M,1,575.1,623.6,578.7,603.0,480.0,E
PB,14,F,0,581.8,595.0,615.6,692.8,580.0,J
PB,14,M,0,424.8,533.1,438.8,782.9,660.0,D
PE,14,F,0,,615.7,615.8,,0.0,D
PE,14,F,0,529.1,622.2,598.7,669.0,760.0,F
PA,14,F,1,450.0,463.7,422.7,439.6,600.0,I
PA,14,F,1,520.6,462.4,522.0,535.7,680.0,N
TO,14,M,0,470.9,512.4,499.6,643.6,680.0,H
MA,12,M,1,442.2,449.7,480.7,385.2,840.0,B
MA,14,F,0,561.0,557.1,543.0,626.7,640.0,B
PI,14,M,1,534.0,538.6,568.8,592.2,600.0,M
CE,14,M,0,430.4,442.9,485.6,521.3,520.0,B
PA,14,F,1,,468.4,564.3,,540.0,B
MA,14,M,0,521.7,561.8,566.2,748.6,580.0,B
MA,14,F,1,361.8,377.3,404.4,545.7,540.0,D
CE,14,M,0,377.5,386.6,510.5,597.4,640.0,G
AM,14,M,0,,,,,,J
AP,14,F,1,469.0,571.7,593.4,599.6,680.0,H
MA,14,M,0,444.1,427.1,471.5,413.1,500.0,F
MA,14,F,0,532.4,628.0,595.0,566.4,720.0,I
PI,14,M,1,538.5,594.2,557.9,503.7,560.0,B
CE,14,F,0,545.7,589.0,528.1,698.5,840.0,J
CE,14,F,1,635.2,603.7,610.5,603.5,880.0,C
MA,14,F,1,423.7,422.8,391.2,403.0,320.0,A
CE,14,F,1,416.8,468.8,438.5,493.2,520.0,B
CE,14,M,0,416.3,458.0,519.3,589.2,600.0,D
PB,14,F,1,367.3,530.6,507.7,420.7,400.0,A
PB,14,F,1,,496.2,538.0,,620.0,H
PE,14,M,0,441.3,422.8,386.0,488.5,460.0,I
PA,14,M,1,485.4,549.2,541.1,536.3,600.0,C
TO,14,F,1,511.4,496.4,560.8,475.6,580.0,Q
MA,14,F,1,377.1,340.2,522.8,383.7,460.0,C
MA,14,F,1,,425.0,407.5,,460.0,C
CE,14,F,0,440.5,531.5,534.5,576.1,800.0,K
CE,14,F,1,432.9,509.5,541.1,678.2,900.0,D
CE,14,F,0,541.1,598.7,548.4,614.9,700.0,Q
CE,14,F,0,549.4,587.7,561.1,590.2,700.0,E
PB,14,F,1,423.7,439.1,535.7,382.2,620.0,C
PA,14,F,0,,489.4,554.0,,460.0,H
PA,14,F,1,485.4,460.5,472.4,393.4,580.0,F
MA,14,F,1,375.0,504.0,510.7,443.2,460.0,E
MA,14,F,1,363.6,398.1,439.4,439.1,0.0,B
MA,13,M,0,427.6,442.3,472.4,504.8,560.0,D
PI,14,M,0,479.9,496.2,472.8,450.3,380.0,C
CE,14,F,0,493.1,535.0,516.5,632.5,840.0,P
CE,14,F,0,463.0,533.6,535.1,581.9,740.0,J
PB,14,F,0,479.7,538.7,551.2,498.8,780.0,F
PE,14,F,1,584.0,596.5,601.1,706.7,900.0,D
AM,14,M,0,471.5,371.7,463.8,555.5,520.0,F
AP,14,M,1,449.9,554.4,520.3,402.4,560.0,C
AP,12,F,0,354.9,469.5,478.9,466.0,220.0,B
MA,14,F,0,392.2,512.1,519.3,507.6,520.0,F
CE,14,M,1,491.8,547.1,510.5,700.6,860.0,D
CE,14,F,1,452.0,522.6,507.3,547.9,680.0,E
CE,14,F,0,536.8,590.1,558.3,630.0,780.0,M
PB,14,F,1,609.9,579.2,561.6,651.4,800.0,K
AM,14,M,1,,,,,,P
MA,14,F,1,477.1,473.0,529.2,563.6,540.0,C
MA,14,M,1,476.2,538.7,546.0,401.8,640.0,E
MA,14,F,1,540.9,595.9,568.2,377.9,620.0,B
CE,14,F,1,543.6,569.1,582.9,748.4,780.0,F
PB,14,F,1,513.7,534.2,596.5,573.5,720.0,Q
AC,14,M,0,522.5,605.1,551.0,700.4,680.0,P
PA,14,F,1,,551.8,538.0,,540.0,K
MA,14,F,1,557.3,609.6,596.7,551.7,720.0,E
PI,14,F,1,480.3,477.0,426.1,477.0,420.0,C
CE,14,F,1,450.0,344.6,398.5,527.4,440.0,B
RN,14,M,1,599.4,610.0,597.0,654.5,840.0,P
PA,14,F,1,,,,,,F
MA,14,F,0,396.0,549.6,550.7,433.8,560.0,C
PI,14,M,0,507.1,493.2,510.9,466.7,460.0,F
CE,14,F,1,591.6,574.5,598.1,728.1,620.0,O
PE,14,F,1,358.0,464.0,438.3,394.2,620.0,C
PE,14,F,0,581.1,562.9,578.8,695.3,720.0,P
PE,14,F,0,539.0,543.9,557.9,620.6,800.0,Q
PA,14,F,1,485.2,551.8,549.6,577.3,520.0,F
PI,14,F,0,387.7,453.1,446.6,469.5,540.0,D
CE,14,M,0,375.4,596.2,556.8,810.2,800.0,M
RN,14,F,0,,,,,,N
PE,14,F,0,379.1,467.6,377.4,408.5,240.0,B
PE,14,F,0,,561.6,586.4,,560.0,P
AM,14,F,1,,556.6,586.7,,480.0,C
PA,14,F,0,490.8,574.4,565.7,410.4,580.0,F
MA,14,F,1,472.7,359.9,482.1,516.9,660.0,I
MA,14,F,1,,,,,,B
PI,14,F,0,482.3,527.6,562.8,596.7,600.0,F
PA,14,M,1,516.6,505.8,546.1,542.8,800.0,J
PA,14,F,0,417.2,396.7,487.6,393.1,480.0,E
TO,14,F,1,451.8,548.8,568.3,649.3,780.0,O
MA,14,F,0,,463.1,529.1,,620.0,H
MA,14,F,1,,496.8,535.9,,580.0,B
MA,7,F,0,536.3,587.5,505.8,493.2,660.0,B
MA,14,M,0,441.7,479.0,524.8,447.1,300.0,C
CE,14,M,1,451.1,418.8,498.2,515.4,660.0,D
CE,14,F,0,602.4,592.8,589.9,680.5,780.0,Q
RN,14,F,0,589.3,631.8,560.9,651.9,880.0,H
PE,14,M,0,,398.5,359.4,,0.0,K
AL,14,F,0,382.6,369.0,523.0,538.3,600.0,O
RR,14,F,1,,,,,,B
PA,14,F,1,543.6,570.7,581.7,615.7,680.0,D
MA,14,M,1,509.7,546.6,558.6,623.9,520.0,B
PE,14,M,0,476.6,368.1,462.8,399.6,560.0,J
PE,14,F,0,370.6,425.2,524.5,395.1,520.0,D
MA,14,F,1,481.9,504.3,535.6,541.9,820.0,C
CE,14,F,0,541.8,539.5,533.4,573.3,720.0,D
CE,14,M,1,,505.7,441.0,,500.0,D
CE,14,F,0,,,,,,E
CE,14,M,0,549.1,564.2,569.5,673.1,680.0,G
RN,14,F,1,,,,,,D
PA,14,F,1,500.5,538.5,543.0,448.6,680.0,E
MA,14,F,0,333.5,459.0,496.6,475.2,320.0,B
MA,14,M,1,531.7,603.4,562.7,659.6,560.0,D
PI,14,F,0,380.8,478.3,520.6,544.9,480.0,H
CE,14,F,0,543.8,566.6,562.9,725.9,580.0,Q
SE,14,M,1,,582.2,597.3,,600.0,J
BA,14,F,1,464.4,504.4,514.1,637.8,640.0,D
BA,14,M,0,,,,,,G
MG,14,M,0,524.1,580.1,572.4,439.2,520.0,I
RJ,12,F,0,,415.9,526.1,,480.0,E
RJ,14,M,0,397.6,517.5,492.6,559.5,600.0,C
SE,14,F,1,495.7,515.3,535.8,532.9,860.0,I
MG,14,M,0,496.9,555.7,501.2,503.4,540.0,I
SE,14,F,1,456.4,433.5,501.3,481.1,620.0,B
SP,14,F,0,558.5,568.5,568.4,579.5,580.0,N
MG,14,F,0,571.6,562.2,596.0,636.5,660.0,Q
BA,14,M,1,469.4,513.4,550.5,628.5,560.0,M
MG,14,F,0,364.7,430.2,522.0,377.4,540.0,P
MG,14,F,0,605.4,619.3,603.3,679.9,780.0,N
MG,14,F,0,411.5,527.6,553.4,672.3,700.0,D
BA,13,F,1,,428.4,385.9,,420.0,E
BA,14,F,1,374.9,367.4,366.2,470.5,320.0,B
BA,14,M,0,452.4,383.5,479.1,512.5,600.0,G
BA,14,M,0,495.2,497.6,557.7,476.7,520.0,N
MG,14,F,0,470.5,,,476.9,,G
SE,14,M,0,477.7,508.1,464.3,451.9,320.0,B
SE,14,M,0,500.7,598.2,560.5,403.9,620.0,G
SE,14,F,0,422.1,587.0,544.8,550.7,680.0,F
SE,14,F,0,605.8,653.6,633.0,740.7,700.0,L
MG,14,F,0,524.7,557.3,598.8,687.8,440.0,L
MG,14,M,0,623.3,637.3,676.2,775.2,780.0,H
MG,14,F,1,563.0,599.3,567.7,556.9,740.0,Q
ES,14,M,0,563.9,577.2,505.3,709.5,580.0,M
BA,14,F,0,490.5,461.9,512.3,424.5,560.0,Q
BA,14,F,1,399.3,385.2,528.8,528.9,300.0,B
MG,14,F,0,539.0,511.6,568.0,606.1,620.0,N
MG,14,M,0,428.8,517.6,554.1,476.7,500.0,C
ES,14,F,0,450.5,575.2,564.1,679.6,580.0,O
BA,14,M,1,450.9,508.6,584.7,535.9,600.0,E
BA,14,F,0,345.0,352.8,416.5,482.2,360.0,B
MG,14,F,0,496.4,596.7,593.2,628.2,920.0,G
SP,14,F,0,411.3,505.8,531.7,503.9,560.0,E
SP,14,M,0,589.5,637.0,595.1,802.2,760.0,E
BA,14,F,0,,,,,,D
BA,14,M,0,594.9,634.9,562.1,829.3,720.0,D
MG,14,M,0,570.6,588.5,592.1,680.9,520.0,H
MG,14,F,0,548.7,604.4,623.4,479.6,720.0,K
SP,14,M,0,,,,,,J
BA,14,F,1,386.2,433.7,434.3,434.3,540.0,B
RJ,14,F,0,425.6,505.9,549.8,689.2,660.0,N
SP,14,M,0,,,,,,D
BA,14,F,0,565.7,542.6,552.7,604.5,780.0,K
BA,14,F,1,458.8,459.6,504.9,494.3,480.0,G
MG,14,F,0,512.9,510.5,483.8,448.0,480.0,D
SE,14,F,0,,411.4,474.6,,320.0,M
BA,12,M,0,417.6,529.5,519.0,392.8,540.0,D
MT,14,M,1,533.9,489.5,567.2,570.1,600.0,I
DF,14,F,1,433.9,596.5,586.4,461.3,700.0,E
MT,14,F,1,374.8,323.4,490.9,464.2,620.0,Q
SP,13,F,0,,,,,,B
SC,14,F,1,462.6,336.7,442.9,366.8,0.0,D
SP,14,M,0,451.1,528.5,546.3,658.6,540.0,H
SP,14,M,0,,,,,,D
MT,14,M,0,426.9,467.2,405.1,566.4,0.0,G
GO,14,F,0,410.6,484.1,502.0,565.9,560.0,I
SP,14,F,0,384.7,476.3,553.1,728.4,600.0,N
SP,14,M,0,476.4,406.7,439.6,507.2,580.0,I
GO,14,M,1,387.8,431.7,434.8,540.7,0.0,B
RO,14,F,0,551.8,620.1,611.9,670.1,620.0,F
PR,14,F,0,,,,,,H
GO,14,F,0,,,,,,C
GO,14,F,0,386.1,352.9,554.4,408.1,560.0,P
PR,14,M,0,,620.3,566.1,,620.0,N
SC,14,F,0,517.3,531.6,486.1,478.7,620.0,K
GO,14,F,0,,503.2,500.4,,480.0,G
MS,14,F,0,565.9,609.7,586.8,531.4,680.0,H
MT,14,F,1,538.0,430.4,541.2,545.8,720.0,C
GO,14,F,0,517.2,506.2,574.7,492.6,620.0,I
SP,14,F,0,555.3,479.9,479.1,422.9,560.0,D
PR,14,F,0,,,,,,H
GO,14,F,0,415.2,411.5,524.9,461.2,720.0,F
SP,14,F,1,566.1,571.9,573.1,638.1,900.0,P
PR,14,F,0,509.0,580.1,557.2,522.7,540.0,L
RS,14,M,1,533.7,488.3,577.9,670.1,860.0,G
SC,14,F,0,,415.4,447.5,,500.0,P
GO,14,F,1,,,,,,C
SP,13,M,0,,467.2,428.7,,400.0,B
CE,14,F,1,418.1,430.3,486.7,575.4,560.0,C
CE,14,M,0,499.5,605.6,574.9,453.6,260.0,D
SP,14,M,0,579.4,620.1,617.5,682.4,840.0,D
RS,14,F,1,488.8,503.3,500.8,571.5,580.0,E
GO,14,F,0,546.3,542.6,571.4,638.1,640.0,O
DF,14,F,0,490.2,592.1,604.7,627.7,640.0,P
SP,14,F,0,579.7,569.2,591.5,542.2,760.0,H
GO,14,F,1,,,,,,M
DF,14,M,0,399.9,383.3,402.0,398.1,0.0,F
DF,14,F,0,519.4,504.6,531.4,481.6,560.0,N
SP,14,F,0,,,,,,B
SP,14,M,0,427.3,451.6,523.1,404.9,460.0,H
SP,14,F,0,485.3,538.0,567.8,434.1,700.0,G
GO,14,F,0,409.0,429.8,463.3,499.7,560.0,N
DF,14,F,0,453.8,526.5,553.4,484.5,620.0,H
SP,14,M,0,,,,,,B
GO,14,M,0,,,,,,I
GO,14,F,1,419.4,432.1,499.9,451.6,460.0,C
GO,14,F,1,507.3,449.9,562.2,465.1,600.0,L
SP,13,M,0,387.3,497.7,468.7,681.3,580.0,G
SP,14,F,0,435.9,391.9,492.4,500.9,640.0,I
SP,14,M,0,592.5,561.8,530.3,609.1,600.0,N
SP,14,F,0,,480.3,526.7,,380.0,C
GO,14,F,0,575.9,576.5,569.3,678.7,620.0,P
SP,14,M,0,460.9,412.9,536.3,555.3,480.0,K
SP,14,M,0,593.4,571.6,533.1,768.4,600.0,M
SP,13,F,0,,593.1,599.9,,520.0,I
SP,14,F,1,588.0,665.1,629.7,717.2,680.0,L
GO,14,M,0,440.4,480.7,439.5,574.4,560.0,Q
GO,14,F,1,,,,,,H
GO,14,F,0,382.6,376.4,497.6,480.1,500.0,P
SP,14,F,0,451.7,466.4,494.6,422.6,480.0,E
SP,14,M,0,353.1,475.4,417.3,597.1,480.0,C
GO,14,F,0,518.8,551.9,547.9,648.8,600.0,Q
GO,14,M,0,503.4,418.4,512.2,437.1,440.0,N
SP,14,M,0,564.0,639.4,614.9,749.2,840.0,Q
GO,14,M,0,467.5,431.6,512.8,362.9,340.0,D
GO,14,F,0,,,,,,F
DF,14,F,0,546.2,587.5,572.0,796.1,740.0,Q
SP,13,F,0,445.5,516.3,498.5,437.5,460.0,C
GO,14,F,0,393.6,490.1,507.8,434.0,580.0,I
DF,14,F,0,559.8,469.3,551.0,471.5,640.0,F
SP,14,M,0,,573.4,607.3,,640.0,M
SP,14,F,0,550.7,573.3,575.3,608.2,580.0,E
SP,13,F,0,,581.7,510.2,,580.0,G
GO,14,M,0,404.9,426.2,443.8,400.2,320.0,G
SP,14,M,0,428.0,463.5,540.8,565.0,480.0,M
SP,14,F,0,,,,,,Q
SP,14,F,0,378.4,507.0,558.3,412.0,540.0,O
SP,14,F,0,479.2,458.9,447.5,502.9,240.0,D
GO,14,M,0,363.5,442.7,400.0,407.4,300.0,I
DF,14,F,0,447.5,518.3,488.8,481.2,400.0,Q
SP,14,F,0,504.2,455.2,522.0,557.1,320.0,D
GO,14,M,1,365.0,439.2,463.9,489.1,240.0,J
GO,14,F,1,566.5,637.8,589.9,626.2,680.0,B
DF,14,M,0,,,,,,Q
SP,7,F,0,414.5,496.0,448.5,443.1,360.0,C
SP,14,M,0,,,,,,O
GO,14,F,0,350.1,565.1,562.1,498.7,600.0,N
DF,14,M,1,512.1,633.5,582.9,801.4,700.0,Q
DF,14,F,0,389.1,591.3,559.9,673.1,740.0,Q
SP,14,F,0,538.5,584.8,585.2,472.8,720.0,G
SP,14,F,0,,,,,,C
GO,14,F,0,465.8,575.4,524.7,599.5,600.0,G
MS,10,F,0,390.9,478.7,468.3,519.9,840.0,D
PR,14,F,0,564.8,563.8,581.3,592.7,620.0,I
RS,14,F,0,450.0,494.4,519.4,591.3,600.0,E
SP,14,F,0,,,,,,Q
SC,14,M,0,386.6,466.8,450.2,580.9,520.0,D
SP,14,M,0,434.7,386.7,419.0,429.6,440.0,G
SP,14,F,0,468.3,503.9,460.5,443.1,480.0,F
SP,14,F,0,497.2,567.1,546.8,494.1,540.0,H
PR,14,F,0,483.7,592.1,579.3,703.0,740.0,I
RS,14,F,1,526.6,578.2,567.3,644.7,540.0,Q
PR,14,F,1,567.7,659.3,626.1,730.8,640.0,H
SC,14,F,1,,563.3,554.0,,560.0,H
SC,14,F,0,,,,,,N
SP,14,M,0,586.5,614.2,580.5,626.2,620.0,K
SP,14,F,0,536.1,548.5,587.5,587.5,780.0,P
SP,14,M,0,459.3,376.5,507.6,559.0,540.0,G
SP,14,F,1,392.1,484.5,491.7,645.4,440.0,L
SP,14,M,0,548.7,568.1,549.7,573.7,480.0,C
PR,14,M,0,,,,,,G
PR,14,M,0,415.9,505.3,484.3,560.9,320.0,E
PR,14,M,0,476.9,531.4,565.7,502.4,680.0,J
SC,14,F,0,,,,,,C
SP,13,F,0,544.5,493.9,516.0,373.0,360.0,I
SP,14,F,0,488.9,564.5,603.4,460.9,520.0,Q
PR,14,M,0,546.6,544.6,563.3,577.1,700.0,H
PR,14,M,0,,,,,,J
SP,14,F,0,514.5,565.0,459.1,646.5,600.0,L
PR,14,M,0,398.9,454.9,421.2,630.0,720.0,D
PR,14,F,0,445.2,618.9,588.7,543.4,480.0,G
PR,14,F,1,,530.6,556.6,,560.0,I
SC,14,M,1,342.2,376.2,439.6,431.1,520.0,G
SP,14,M,0,,474.4,495.5,,580.0,I
SC,14,F,1,414.6,339.0,451.9,402.6,460.0,I
SP,14,F,0,,,,,,F
SP,14,M,0,641.5,627.6,599.1,710.7,740.0,F
PR,14,F,1,,,,,,D
PR,14,F,1,577.1,602.0,504.5,564.4,360.0,O
SC,14,M,1,560.8,630.1,568.1,526.2,320.0,D
SC,14,F,0,,501.5,504.9,,420.0,G
RS,14,F,0,436.4,429.0,437.1,395.4,320.0,G
PR,14,F,0,363.1,351.1,518.0,411.0,620.0,H
PR,14,F,0,521.3,486.4,541.8,551.3,520.0,K
RS,14,M,0,,,,,,B
PR,13,F,0,579.8,639.2,611.4,686.0,920.0,I
PR,13,F,0,416.0,453.3,460.7,543.0,460.0,E
SC,14,F,1,521.3,588.9,525.0,526.2,620.0,G
MA,14,F,1,407.4,488.1,514.9,429.6,280.0,C
MA,14,F,1,365.1,500.0,424.7,527.5,500.0,C
MA,14,M,0,,569.8,559.5,,660.0,N
MA,14,F,1,384.0,500.6,467.2,374.4,360.0,C
MA,13,M,0,510.3,492.0,450.1,404.0,700.0,G
RS,14,F,0,,405.8,474.3,,280.0,D
MT,14,F,0,502.7,462.3,531.2,531.0,460.0,E
MT,14,F,0,445.0,475.0,551.0,644.5,740.0,K
GO,14,F,0,383.6,387.8,431.4,400.2,580.0,E
DF,14,F,0,458.1,489.8,541.8,533.1,520.0,Q
RO,13,M,0,,,,,,P
MA,14,F,1,512.8,552.6,553.5,421.9,660.0,A
MT,13,F,0,419.6,540.2,549.4,423.0,480.0,K
MT,14,F,0,,,,,,Q
GO,14,F,0,511.0,504.6,524.8,677.9,420.0,C
GO,14,M,0,359.9,459.3,494.2,482.3,360.0,J
DF,14,M,0,482.5,595.9,538.0,692.9,480.0,O
RO,14,F,0,,,,,,B
RO,14,F,1,544.0,561.5,553.1,488.6,580.0,H
RO,14,M,0,,,,,,D
MA,14,M,0,341.8,419.5,481.8,460.2,0.0,C
MA,14,F,0,491.0,344.1,424.9,526.4,400.0,D
MS,14,F,1,429.7,462.4,497.9,466.9,440.0,A
MT,13,M,0,,,,,,F
MA,14,F,0,402.1,379.8,419.6,432.4,500.0,B
MA,14,F,0,,466.2,503.8,,580.0,G
MA,14,F,1,380.5,426.6,532.9,539.1,540.0,B
MA,14,F,1,397.6,516.0,518.9,392.3,260.0,C
MA,14,F,1,335.1,385.1,455.5,407.9,460.0,E
MT,14,F,0,,,,,,C
GO,14,F,0,595.9,652.5,629.9,654.5,700.0,N
RO,14,M,0,477.2,461.0,390.6,392.0,420.0,P
MA,14,F,0,419.8,380.9,540.2,493.1,340.0,C
MT,14,F,0,429.2,458.9,508.4,391.6,320.0,M
MA,14,F,0,415.4,335.9,472.4,402.3,600.0,D
MS,14,M,0,406.0,501.3,544.7,645.2,460.0,N
MT,14,M,0,,376.5,366.0,,0.0,C
MT,14,F,0,476.9,509.2,565.9,472.0,540.0,M
GO,14,F,0,,,,,,F
DF,14,M,0,,,,,,F
DF,14,M,0,548.2,541.9,573.2,651.2,680.0,H
MA,14,F,0,407.7,438.1,516.6,447.8,620.0,D
MT,14,M,0,,,,,,Q
MT,14,M,0,,355.4,419.6,,560.0,G
MS,14,F,0,474.8,473.4,513.1,471.4,400.0,B
MT,14,F,0,473.2,385.4,505.8,422.3,480.0,H
GO,14,M,0,402.1,327.5,437.9,549.4,500.0,F
RO,14,F,0,375.5,535.9,548.7,515.5,560.0,C
RO,13,F,0,499.4,509.3,548.6,480.3,360.0,K
RO,14,F,0,459.5,545.9,518.3,513.5,580.0,G
MA,14,F,1,369.6,459.0,431.8,414.9,560.0,B
MA,14,M,1,404.0,353.8,550.4,374.4,320.0,B
MA,14,F,0,473.3,597.6,559.0,483.2,860.0,E
MT,14,F,1,446.7,456.9,513.9,479.1,340.0,Q
GO,14,M,0,539.8,562.0,550.3,620.7,700.0,M
GO,14,F,0,,655.1,591.7,,660.0,H
GO,14,F,0,510.5,538.9,524.4,660.0,620.0,H
DF,14,M,0,492.6,577.8,566.6,687.7,740.0,O
MA,14,F,1,,467.4,485.2,,460.0,I
MA,14,F,0,540.3,565.1,579.5,557.8,740.0,I
MA,13,F,1,460.2,449.4,493.4,383.2,460.0,G
PI,14,M,1,395.2,402.7,444.4,369.6,560.0,B
GO,14,F,0,579.2,629.7,597.5,793.3,720.0,Q
GO,14,F,1,532.2,633.2,578.7,619.4,800.0,H
TO,14,M,0,438.2,341.8,471.7,397.8,440.0,Q
MA,14,F,0,408.1,385.0,486.5,368.6,500.0,A
PI,14,F,1,522.8,619.8,622.5,626.1,880.0,P
MA,14,M,0,416.5,373.7,432.3,388.0,280.0,E
MT,14,M,0,,,,,,P
MT,14,F,0,514.6,587.7,563.3,556.0,540.0,J
GO,13,F,0,391.4,361.2,516.3,392.2,280.0,Q
GO,14,F,0,599.8,605.1,576.7,689.7,960.0,Q
DF,14,F,0,407.8,407.0,486.7,432.8,620.0,P
MA,14,F,0,374.5,409.9,459.8,475.1,400.0,E
MA,13,F,0,547.4,573.1,613.2,650.9,720.0,A
MS,14,M,1,578.4,574.7,547.8,681.2,640.0,H
GO,14,M,0,,642.6,586.7,,560.0,O
GO,14,M,1,381.3,471.8,498.2,437.9,380.0,A
GO,14,F,1,391.3,419.7,435.3,446.8,500.0,C
GO,14,F,0,501.9,496.0,521.6,519.9,660.0,A
DF,14,F,0,467.4,535.9,576.6,624.5,740.0,Q
DF,14,F,0,547.6,567.2,591.0,485.3,720.0,D
RO,14,F,1,511.5,531.9,545.5,455.6,640.0,Q
MA,14,F,1,397.8,402.8,476.4,449.6,300.0,J
MA,14,M,0,581.3,494.1,582.5,477.4,540.0,G
MA,14,F,1,470.3,503.1,499.8,600.5,680.0,B
MA,14,F,0,497.3,613.9,573.2,630.5,840.0,Q
MS,13,F,0,,,,,,N
MT,14,M,0,,,,,,H
GO,14,F,1,452.9,480.9,488.8,474.5,620.0,L
DF,14,F,1,508.3,590.9,517.4,610.2,600.0,J
RO,14,F,0,,370.4,350.1,,520.0,P
MA,14,M,0,353.7,486.9,429.0,368.5,420.0,C
MA,14,F,0,,454.1,391.4,,480.0,D
MS,14,F,0,407.9,497.6,489.1,496.3,520.0,J
GO,14,M,0,598.7,586.1,578.3,637.3,640.0,H
GO,14,M,0,430.2,526.7,544.2,605.8,520.0,I
GO,13,M,0,420.1,511.1,421.5,497.1,0.0,Q
RO,13,M,0,597.9,531.6,592.3,796.9,560.0,Q
MA,14,M,1,494.8,422.7,480.8,522.3,520.0,G
MA,14,M,0,532.2,616.3,606.0,705.0,600.0,J
MS,14,F,0,,389.9,385.6,,0.0,E
MT,14,M,0,470.2,466.7,574.6,718.8,480.0,H
MT,14,F,1,417.8,537.5,530.2,514.3,620.0,D
MT,14,F,0,,,,,,J
GO,14,F,1,471.1,503.0,499.8,606.9,600.0,D
DF,14,M,0,,,,,,O
PR,14,F,0,584.7,454.4,548.5,510.8,300.0,I
PR,14,M,0,,,,,,M
PA,7,F,1,,,,,,C
PR,14,F,0,,,,,,H
SC,14,M,1,537.2,346.0,524.1,529.7,520.0,N
GO,14,M,0,512.1,486.7,428.0,515.7,560.0,F
PR,14,M,0,567.0,549.5,598.3,706.7,600.0,F
GO,14,F,0,388.1,527.8,542.1,475.4,600.0,H
GO,14,F,1,450.7,525.3,536.2,372.6,600.0,G
SC,14,F,0,434.0,561.6,541.0,563.8,760.0,G
MS,14,F,1,474.6,443.6,534.1,401.3,480.0,M
MT,14,M,0,445.0,581.7,607.1,675.2,600.0,H
MT,14,M,0,433.9,553.1,543.6,460.6,480.0,C
SP,14,F,0,437.3,348.7,397.7,523.6,480.0,J
PR,14,F,0,484.1,538.4,578.6,638.6,720.0,Q
SC,14,F,0,510.7,536.7,572.7,671.5,520.0,H
MT,14,M,0,517.4,471.2,590.8,663.7,640.0,Q
MT,14,F,0,428.2,531.2,502.1,581.8,640.0,L
PR,14,M,0,465.4,,,491.2,,H
MT,14,M,0,536.9,553.9,553.7,739.2,480.0,Q
MS,14,M,0,581.0,678.4,606.3,600.6,580.0,Q
MT,13,F,1,484.4,431.4,426.6,449.2,280.0,D
MT,14,M,0,,,,,,K
SP,14,F,0,580.2,578.5,564.0,686.4,500.0,E
SP,14,F,0,540.2,610.5,578.4,706.2,720.0,Q
MS,14,F,0,505.7,579.2,563.2,488.0,520.0,G
MT,14,F,0,,,,,,N
MS,14,F,0,574.7,602.9,622.4,618.7,580.0,Q
MT,14,M,0,562.3,539.8,522.5,626.2,560.0,D
MT,14,M,0,467.2,371.8,439.5,528.1,580.0,P
SP,14,F,0,546.3,579.0,583.1,696.9,680.0,K
PR,14,M,0,499.6,550.1,564.1,498.9,540.0,E
RS,14,F,1,547.1,573.5,564.4,515.9,600.0,D
PR,13,M,0,,,,,,Q
RS,14,F,0,457.9,565.7,564.9,687.6,700.0,E
SP,12,F,0,406.8,449.8,510.3,438.9,500.0,J
PR,14,F,1,527.0,559.8,590.8,718.3,620.0,H
PR,14,M,0,517.8,596.8,561.5,657.4,660.0,I
PR,14,F,0,362.7,447.4,508.5,395.5,620.0,I
PR,13,M,0,532.2,557.4,557.2,535.3,380.0,N
GO,14,F,0,,573.4,560.9,,520.0,B
MT,14,M,1,550.8,590.2,510.8,461.7,740.0,N
MT,14,F,0,,577.0,579.1,,720.0,N
PR,14,F,0,382.2,523.7,491.7,459.4,540.0,D
PA,14,F,1,442.0,479.8,516.7,564.8,640.0,F
PA,14,M,1,426.1,521.9,478.1,637.7,560.0,E
TO,14,F,0,,477.8,504.2,,0.0,H
MA,14,F,1,351.3,390.1,477.8,375.8,560.0,F
MA,14,M,1,,382.4,535.9,,940.0,J
AC,14,M,1,514.3,614.3,612.3,540.0,780.0,A
AM,14,M,0,509.6,593.5,569.3,579.6,620.0,E
TO,14,F,0,485.1,565.6,535.3,579.1,640.0,Q
TO,14,F,0,465.7,574.7,581.4,492.9,760.0,Q
