SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
MA,14,F,1,455.1,550.4,563.3,673.1,700.0,M
MA,14,F,0,534.9,584.1,583.4,673.0,680.0,H
MA,14,F,1,,586.7,544.2,,860.0,D
PA,14,F,1,483.8,546.2,559.6,506.8,560.0,D
PA,14,M,0,484.0,508.0,457.6,438.4,520.0,G
PA,14,M,0,,,,,,Q
PA,14,F,0,385.9,387.7,339.7,396.2,0.0,D
PA,14,M,1,446.5,505.3,545.9,412.8,540.0,F
MA,14,M,0,369.7,473.0,363.3,417.0,340.0,A
MA,14,F,1,485.4,451.7,540.9,538.6,300.0,H
RO,14,F,0,495.9,582.2,556.7,645.1,660.0,M
PA,14,M,1,550.8,490.5,584.2,648.5,620.0,H
PA,14,F,1,500.9,,,539.1,,H
PA,14,M,0,361.9,370.0,443.7,430.5,420.0,Q
PA,14,F,1,438.7,394.2,457.0,375.2,340.0,B
AP,14,F,1,,468.9,455.1,,320.0,E
MA,14,F,0,395.5,554.5,585.8,454.2,560.0,G
MA,14,M,1,,465.9,537.8,,600.0,E
MA,14,F,1,393.7,421.9,538.9,376.4,640.0,E
PA,14,F,0,513.2,567.4,584.6,459.3,620.0,H
PA,14,F,1,521.2,327.5,497.0,445.2,560.0,B
AP,13,M,0,,,,,,K
PA,14,M,1,515.6,528.2,534.0,607.0,580.0,K
PA,14,F,0,,,,,,L
PA,14,F,1,,556.8,551.7,,420.0,B
TO,14,M,1,461.0,537.3,522.1,574.4,580.0,F
MA,14,F,0,,357.3,505.3,,640.0,B
MA,14,F,1,474.8,482.6,340.8,423.1,560.0,B
PA,14,F,1,545.1,472.0,541.7,426.7,800.0,O
PA,14,F,1,571.3,510.0,589.4,672.4,820.0,P
PA,14,M,1,510.9,459.8,539.4,547.0,560.0,H
PA,14,F,1,447.9,455.1,541.2,385.2,540.0,H
AP,14,F,1,435.3,457.7,535.5,600.1,620.0,L
TO,14,F,1,561.1,595.0,635.4,614.2,780.0,H
MA,14,F,1,400.0,410.2,493.0,473.3,560.0,B
PA,14,F,1,546.8,538.7,538.9,526.8,640.0,H
PA,13,F,0,511.1,591.3,568.4,606.3,520.0,N
PA,14,M,1,577.9,563.0,523.8,634.7,740.0,D
PA,14,F,1,419.1,437.4,506.9,564.7,600.0,F
PA,14,M,0,489.9,549.7,556.0,453.2,580.0,F
PA,14,F,1,460.9,470.7,533.1,540.4,560.0,B
TO,14,F,0,,,,,,K
TO,14,F,1,481.1,404.3,379.3,447.3,320.0,B
MA,14,F,0,,509.9,529.6,,260.0,F
MA,14,M,1,583.7,602.2,550.8,712.7,800.0,H
RO,14,F,0,490.4,393.2,483.8,535.3,340.0,B
AM,14,F,0,,,,,,H
PA,14,M,1,553.1,555.1,538.3,485.0,600.0,D
PA,14,F,1,551.8,539.2,557.4,551.0,800.0,H
MA,14,M,1,435.1,349.5,401.6,375.1,480.0,C
MA,14,M,1,376.6,457.5,496.3,575.1,640.0,D
MA,14,F,1,493.4,470.2,553.5,553.1,880.0,F
AM,14,M,1,423.8,382.7,428.0,579.8,580.0,C
RR,14,F,1,502.1,460.6,529.1,575.4,720.0,F
PA,14,M,1,410.0,434.9,452.2,429.4,540.0,E
PA,14,F,1,514.9,624.0,538.3,537.3,700.0,D
PA,14,F,0,510.3,,,522.1,,D
PA,14,M,1,414.0,440.3,498.9,441.4,480.0,B
PA,14,M,0,,,,,,C
TO,14,F,0,525.9,508.9,553.2,648.8,860.0,Q
MA,14,F,1,441.3,394.2,520.8,386.4,540.0,B
MA,14,M,0,330.7,459.4,418.6,438.3,560.0,C
MA,14,F,1,459.9,450.4,530.8,489.8,580.0,E
RO,14,F,0,,343.4,378.4,,360.0,D
RO,14,F,1,401.7,369.1,442.6,371.3,0.0,C
PA,14,F,0,,483.9,557.9,,540.0,Q
PA,14,F,0,343.5,425.0,495.1,371.1,420.0,E
PA,13,M,0,507.5,592.6,548.8,617.7,600.0,D
MA,14,F,0,582.1,440.7,573.1,736.6,720.0,E
MA,13,F,1,405.3,420.3,386.6,409.8,340.0,F
MA,14,M,1,539.3,523.2,523.1,472.4,500.0,H
MA,14,F,1,380.3,429.7,498.5,482.8,560.0,C
AC,14,F,1,,543.1,579.0,,600.0,I
AC,14,M,0,431.4,467.7,537.7,504.4,620.0,J
AM,14,F,1,462.4,540.9,564.9,382.6,800.0,O
PA,14,F,1,468.9,493.2,526.2,539.7,700.0,H
TO,14,M,1,404.4,454.9,442.7,529.7,600.0,C
TO,14,F,1,378.4,475.0,432.0,422.0,580.0,G
MA,14,F,1,362.5,529.6,496.4,470.1,300.0,B
AM,13,F,0,443.6,361.7,495.7,409.3,480.0,C
PA,14,F,1,471.1,554.6,571.7,533.8,800.0,C
PA,14,M,1,510.9,488.7,592.2,442.2,680.0,G
MA,14,F,0,397.3,503.4,552.6,471.4,780.0,E
MA,13,M,0,424.1,515.1,396.8,467.6,360.0,H
RO,14,M,0,439.3,480.3,576.4,617.3,580.0,O
AM,14,M,1,373.6,425.6,531.6,429.0,320.0,N
AM,14,F,0,560.8,549.5,583.2,548.1,500.0,P
AM,14,F,1,492.2,565.8,581.5,579.0,560.0,E
TO,14,M,0,585.7,598.7,555.8,583.5,540.0,M
MA,14,M,1,486.4,403.9,520.5,550.5,400.0,B
RO,14,M,1,458.9,593.8,524.9,592.1,520.0,I
AM,14,F,0,406.3,334.5,431.5,413.5,520.0,N
PA,14,F,1,374.1,462.8,492.8,418.0,480.0,K
AP,13,F,0,506.5,592.7,545.1,469.8,480.0,I
AP,14,F,1,526.7,516.1,569.1,555.6,540.0,C
MA,14,M,0,527.8,560.2,526.9,606.5,380.0,C
AC,14,F,0,413.0,581.4,615.1,593.4,800.0,I
PA,13,M,0,527.7,587.6,549.1,494.0,560.0,H
PA,14,F,1,528.3,599.4,602.2,474.1,780.0,C
PA,14,M,1,333.1,460.2,477.6,550.9,460.0,H
PA,14,F,1,574.4,597.6,593.6,665.9,820.0,Q
MA,14,F,0,502.1,529.7,561.8,566.5,620.0,F
AC,14,F,0,454.8,599.8,599.6,617.0,620.0,M
PA,13,F,0,525.6,612.9,605.6,747.9,660.0,P
MG,14,F,0,501.2,362.7,415.9,386.5,920.0,C
MG,14,M,0,468.3,550.0,533.4,635.8,360.0,H
ES,14,M,0,477.4,576.0,561.7,743.9,560.0,G
MG,14,M,0,554.6,510.6,538.3,519.2,480.0,G
MG,14,F,0,457.3,413.1,401.4,382.5,300.0,D
MG,14,M,0,570.2,593.2,572.0,631.1,620.0,H
RJ,14,M,0,479.6,568.5,553.7,465.3,620.0,H
RJ,14,F,0,,,,,,I
MG,14,F,0,471.6,422.0,501.4,504.8,560.0,I
MG,14,F,0,,442.1,450.9,,580.0,Q
RJ,14,M,0,382.2,492.2,482.2,670.4,560.0,O
RJ,14,M,1,574.9,679.5,634.9,831.3,760.0,O
MG,14,F,0,496.9,599.6,581.5,673.6,600.0,D
MG,14,F,0,385.2,446.4,431.2,431.5,660.0,H
MG,14,M,0,514.7,606.0,584.5,709.8,600.0,I
MG,14,F,0,,,,,,O
RJ,14,F,1,617.9,618.8,576.1,719.9,600.0,Q
MG,14,M,0,,,,,,E
MG,14,F,0,395.5,520.2,509.6,424.9,540.0,H
MG,14,F,0,,,,,,K
ES,14,F,0,381.7,573.0,582.8,661.2,580.0,N
SP,14,F,1,475.3,441.4,476.5,665.1,600.0,N
RJ,14,M,1,,452.0,510.9,,0.0,H
ES,14,F,1,514.5,530.1,541.7,557.7,760.0,D
MG,14,M,0,,340.8,391.3,,0.0,B
MG,14,F,0,376.1,428.7,427.0,480.0,0.0,F
MG,14,F,0,,460.1,535.4,,540.0,H
RJ,14,F,0,437.5,540.9,546.5,596.7,320.0,G
MG,14,M,0,609.5,603.6,610.0,746.4,560.0,C
RJ,14,M,1,613.1,603.6,606.2,730.9,760.0,N
MG,14,F,0,485.4,518.2,475.5,442.8,640.0,I
MG,14,F,0,,493.8,566.6,,660.0,Q
MG,14,F,0,,514.6,512.6,,620.0,G
MG,14,F,0,450.5,444.4,566.3,464.1,680.0,N
MG,14,F,0,590.7,582.2,569.6,646.6,640.0,H
MG,14,M,0,,,,,,I
MG,14,F,0,561.2,599.1,574.5,585.5,760.0,E
MG,14,F,0,,,,,,I
PB,14,F,0,505.0,548.4,574.9,566.4,560.0,O
PB,14,F,1,522.5,507.5,576.6,570.0,860.0,J
BA,14,F,0,,,,,,B
MA,13,F,0,530.0,544.0,559.2,494.4,680.0,I
MA,14,F,1,458.6,537.8,519.0,416.7,540.0,D
MA,14,M,0,,,,,,C
PI,14,F,0,415.3,541.5,562.8,417.3,700.0,G
PI,14,F,1,539.3,576.5,571.2,604.1,800.0,C
PI,14,F,1,460.5,534.7,502.6,472.2,480.0,C
CE,14,F,0,,618.3,565.7,,800.0,P
CE,14,M,0,526.0,565.1,557.0,693.8,380.0,A
CE,14,M,0,426.8,497.9,543.7,629.5,300.0,F
PB,14,F,0,467.5,581.4,566.5,488.4,540.0,C
PE,14,F,0,,408.3,492.1,,0.0,D
PE,14,F,1,478.7,541.2,469.6,371.2,600.0,B
PE,14,F,0,431.1,561.5,532.7,540.1,660.0,A
MA,14,F,0,537.4,569.3,543.8,591.1,740.0,L
PI,14,M,1,469.8,385.9,411.9,518.4,500.0,E
PI,14,F,1,362.5,460.0,405.6,411.0,520.0,B
PI,14,M,1,418.1,453.9,520.8,459.7,560.0,G
CE,14,F,1,542.0,587.9,603.2,505.3,720.0,B
CE,14,F,0,526.7,386.1,563.9,652.1,760.0,G
PB,14,M,0,556.7,564.4,546.1,667.1,580.0,M
PB,14,F,0,443.7,495.8,525.7,533.4,0.0,C
PE,14,M,0,594.0,682.8,617.5,774.9,620.0,O
PE,14,F,0,,,,,,Q
PE,14,M,0,390.8,506.1,499.4,543.8,560.0,O
PI,14,M,0,424.7,516.2,558.8,514.0,340.0,C
CE,14,M,0,529.2,599.8,565.0,722.7,720.0,Q
CE,13,F,0,660.7,608.5,582.5,630.6,680.0,J
CE,14,F,1,365.4,452.5,430.4,491.8,480.0,B
PB,14,M,0,593.5,477.4,524.6,699.5,700.0,I
PB,14,F,1,469.0,514.5,481.9,558.7,640.0,E
PB,14,F,1,504.3,500.6,479.4,566.7,640.0,B
PE,14,M,1,384.5,433.8,368.6,445.8,440.0,B
PE,14,F,1,554.3,600.4,573.1,569.2,800.0,H
BA,14,F,1,388.3,419.8,480.6,437.2,420.0,E
PI,12,F,0,465.3,476.1,448.0,433.1,440.0,D
PI,14,F,1,516.0,417.7,537.9,484.5,600.0,Q
PI,14,M,0,346.0,434.2,376.8,403.0,0.0,C
CE,14,F,0,618.3,602.9,578.3,706.9,720.0,D
CE,14,F,0,,537.3,511.7,,880.0,C
CE,14,M,0,465.1,507.4,512.8,620.1,640.0,H
CE,14,M,0,529.0,622.8,590.1,674.9,700.0,B
PB,14,F,1,546.3,580.8,585.9,392.9,740.0,B
PB,14,F,0,527.5,529.8,565.9,584.1,620.0,H
PB,14,F,0,443.2,410.8,550.4,483.2,600.0,L
PB,14,F,1,487.0,450.6,517.1,545.0,520.0,E
PB,14,F,1,510.7,438.4,499.7,422.1,580.0,C
PE,14,F,1,459.0,468.5,502.8,593.6,0.0,C
PE,14,F,1,398.1,373.4,531.8,651.9,880.0,I
MA,14,M,0,456.8,505.4,344.9,454.8,680.0,C
PI,6,F,1,390.6,495.6,507.3,498.4,560.0,B
CE,14,F,0,565.0,584.4,552.6,639.9,720.0,J
CE,14,F,0,447.6,443.9,495.2,539.8,620.0,K
CE,14,M,1,,500.4,554.6,,640.0,C
PB,14,F,1,339.3,397.7,486.2,412.8,440.0,F
PB,14,F,0,560.0,547.7,571.2,489.1,480.0,F
PI,14,M,1,508.3,581.9,579.9,707.0,680.0,F
PI,14,F,0,594.9,580.3,606.8,679.6,0.0,O
PI,14,M,0,373.5,432.4,498.0,534.7,620.0,B
CE,14,F,1,502.0,544.4,577.2,535.1,760.0,F
CE,14,F,1,481.5,400.8,464.7,465.3,0.0,B
RN,14,M,1,414.8,538.4,562.4,630.0,580.0,K
PB,14,F,0,467.7,530.2,564.1,507.7,760.0,O
PB,14,F,1,566.3,583.7,603.6,510.8,640.0,G
PB,14,M,1,490.9,470.4,494.1,476.9,600.0,N
PB,14,F,0,488.5,524.9,560.3,519.9,620.0,B
PB,14,F,1,404.8,469.4,499.4,427.9,520.0,C
PE,14,F,0,494.6,496.3,546.1,506.2,540.0,N
PE,14,M,1,404.1,468.7,426.8,427.5,480.0,E
PE,14,F,1,534.6,511.1,564.2,538.0,520.0,Q
PE,14,F,0,550.1,593.3,526.1,646.2,640.0,K
PI,14,F,0,602.2,578.7,612.5,734.4,780.0,M
PI,14,M,0,553.1,537.2,555.5,634.7,760.0,G
CE,14,F,0,496.5,,,657.3,,H
PB,14,F,0,505.3,520.5,566.7,541.6,520.0,C
PB,14,M,0,,512.5,438.3,,800.0,C
PB,14,F,0,484.8,515.4,528.8,408.9,580.0,C
PE,14,F,0,,,,,,A
PI,13,F,0,395.0,502.4,501.2,434.3,320.0,D
CE,14,M,0,,648.5,458.2,,960.0,Q
CE,14,M,0,,,,,,E
CE,14,M,0,555.3,563.7,588.5,770.2,820.0,Q
PB,14,F,0,501.4,519.2,536.4,573.6,780.0,I
PB,14,M,0,,504.8,485.0,,560.0,B
PB,14,F,1,392.9,475.5,485.3,413.7,680.0,B
PB,14,M,0,500.0,576.4,507.0,512.8,500.0,C
PE,14,F,0,,503.2,550.9,,0.0,N
PE,13,M,0,555.6,442.7,364.2,527.4,680.0,L
CE,14,M,0,519.7,399.9,445.4,593.4,0.0,I
CE,14,F,1,,422.6,463.0,,560.0,E
CE,14,F,0,397.1,526.2,545.3,550.2,700.0,E
PB,14,M,0,350.4,480.5,541.7,408.7,420.0,F
PB,14,F,1,434.6,497.4,513.5,475.5,620.0,F
PB,14,M,0,573.2,561.4,593.7,728.9,620.0,Q
PE,14,F,0,373.3,500.3,527.9,501.5,560.0,C
PE,14,F,1,483.5,466.3,557.7,677.3,820.0,I
PE,14,F,1,469.4,575.6,492.0,669.2,860.0,N
PI,14,F,1,423.3,,,450.5,,G
PI,14,F,0,,,,,,P
CE,14,F,1,420.6,444.7,466.4,497.6,360.0,C
PB,14,F,0,536.8,531.1,571.3,566.3,720.0,D
PB,14,F,0,473.4,532.8,573.4,571.3,760.0,H
PB,14,F,1,535.3,605.8,559.6,668.2,660.0,J
PE,14,M,0,515.3,591.6,580.3,756.1,800.0,L
PE,14,M,1,432.7,,,518.8,,D
PE,14,F,1,394.7,329.4,416.2,465.5,440.0,C
PE,14,F,1,411.4,404.7,466.7,419.4,360.0,B
PE,14,F,1,550.8,550.3,554.4,677.7,560.0,B
PI,14,F,1,,,,,,B
CE,14,F,0,523.7,491.0,540.5,562.3,560.0,H
CE,14,F,1,,527.7,544.3,,600.0,I
CE,14,M,1,470.6,527.9,545.0,620.2,780.0,N
CE,14,M,0,,,,,,I
PB,14,M,1,527.1,562.7,572.3,461.1,780.0,K
PB,14,F,0,462.1,506.3,528.8,453.0,540.0,P
PB,14,F,1,524.4,544.4,546.6,632.2,600.0,B
PB,14,M,0,511.3,589.4,585.7,657.9,780.0,O
PB,14,F,1,553.1,513.4,568.0,640.0,660.0,M
MA,14,F,0,561.4,575.7,525.0,553.3,740.0,I
MA,14,M,0,356.6,361.1,405.4,363.0,0.0,I
PI,14,M,1,610.7,444.5,569.3,572.1,680.0,H
CE,14,F,0,521.1,517.7,584.0,609.3,720.0,H
PB,14,F,0,560.9,551.1,597.8,651.4,600.0,D
PB,14,F,0,573.9,632.8,597.0,705.6,760.0,A
PB,14,M,0,,418.8,520.9,,840.0,F
PE,14,M,1,435.8,513.1,449.9,493.8,640.0,J
PI,14,F,0,456.2,460.0,436.0,481.7,300.0,C
MA,14,M,1,372.0,390.0,364.2,384.8,320.0,G
PI,14,F,0,429.7,399.9,485.0,488.9,300.0,H
CE,14,M,0,503.0,553.6,525.9,787.0,640.0,P
PB,14,M,0,,351.1,400.1,,600.0,L
PE,14,M,1,548.7,490.2,433.9,494.9,340.0,E
PE,14,M,0,508.5,435.0,464.5,421.4,580.0,D
PI,14,F,0,455.5,528.2,548.5,522.0,580.0,D
PI,14,M,1,,,,,,C
MA,14,M,1,581.4,440.5,472.9,520.9,800.0,B
PI,14,F,0,439.8,434.0,509.8,360.0,560.0,G
PI,14,M,1,,532.4,566.5,,520.0,D
CE,14,M,0,389.9,493.3,489.2,520.5,560.0,O
CE,14,F,1,502.5,508.6,503.7,479.4,580.0,H
CE,14,M,0,482.8,495.0,491.7,519.7,460.0,H
CE,14,F,1,,,,,,K
RN,14,M,0,412.4,359.5,567.1,764.6,920.0,H
PB,14,M,0,444.5,501.6,500.6,369.9,0.0,B
PB,14,F,0,521.3,488.5,548.6,521.5,600.0,C
PB,14,F,1,338.9,392.0,484.0,481.3,600.0,C
PB,14,F,0,528.7,542.7,574.6,559.3,560.0,G
PE,14,F,1,423.6,445.9,494.9,465.8,500.0,B
PE,14,F,0,482.5,571.2,567.0,543.1,660.0,F
MA,14,F,1,534.4,552.6,573.2,495.9,600.0,D
MA,14,M,1,429.6,434.6,519.3,560.3,620.0,H
MA,14,F,1,427.3,422.2,493.9,409.0,480.0,B
PI,14,F,1,543.5,514.8,557.5,548.5,620.0,H
PI,14,F,1,504.6,422.9,543.9,624.3,700.0,C
CE,14,F,1,476.5,557.1,545.8,624.2,600.0,E
CE,14,M,0,339.8,484.8,518.8,434.7,580.0,A
PB,14,F,0,362.0,342.5,532.9,595.4,680.0,K
PE,14,F,0,360.5,397.3,463.2,545.1,240.0,B
PI,14,F,1,417.1,527.1,538.3,565.0,640.0,D
CE,14,F,0,544.9,587.3,554.1,653.7,920.0,F
CE,14,F,1,395.8,453.7,507.0,427.9,560.0,C
CE,14,F,1,,,,,,D
CE,14,F,1,,526.8,479.1,,520.0,F
CE,14,F,0,551.6,562.3,553.4,432.1,580.0,L
CE,14,F,1,427.6,434.5,514.6,511.3,580.0,H
CE,14,F,0,568.0,537.8,529.9,465.2,540.0,K
PA,14,F,1,522.2,571.5,623.0,608.5,720.0,C
TO,14,F,0,,,,,,H
TO,14,M,0,566.2,591.3,588.7,500.0,700.0,Q
TO,14,M,1,359.7,471.9,489.4,554.7,540.0,H
RR,14,F,0,,,,,,E
PA,14,F,1,549.9,537.7,559.7,592.9,640.0,H
PA,14,F,1,472.7,480.2,498.8,423.4,680.0,C
PA,14,M,0,532.7,552.4,529.5,611.0,720.0,E
TO,14,M,1,,,,,,B
TO,14,F,0,543.0,563.1,558.7,651.7,500.0,O
AM,14,F,0,,,,,,B
AM,14,F,1,482.0,599.5,560.9,557.4,520.0,F
AM,14,F,0,415.5,524.7,491.6,380.8,520.0,L
PA,13,F,0,449.3,481.4,567.4,363.4,520.0,H
PA,14,F,1,400.8,394.4,466.9,426.8,440.0,B
PA,14,M,1,553.0,548.8,559.9,766.3,720.0,B
AP,14,F,1,500.2,558.8,609.1,656.3,600.0,C
TO,14,M,0,462.6,574.6,502.3,452.4,560.0,G
TO,14,M,1,444.1,556.6,571.5,565.6,620.0,H
AC,14,M,0,516.9,367.6,499.7,656.3,680.0,O
AM,14,F,1,425.7,481.3,561.1,432.0,320.0,E
AM,14,M,0,394.9,615.4,558.3,610.6,560.0,O
AM,14,M,1,550.9,595.0,558.8,777.1,700.0,Q
PA,13,M,0,,,,,,C
PA,13,M,1,359.3,405.6,405.4,493.8,280.0,B
PA,14,M,1,421.3,477.6,466.7,507.1,520.0,B
PA,14,F,1,406.0,413.5,503.4,412.3,640.0,E
PA,14,F,0,538.0,400.2,541.1,529.2,800.0,Q
PA,14,M,0,,,,,,O
PA,14,F,0,487.9,487.9,502.8,518.0,760.0,D
PA,13,F,1,567.5,596.6,586.6,594.1,560.0,H
AP,14,M,0,416.7,490.5,522.4,469.2,520.0,H
TO,14,F,0,,523.9,546.4,,760.0,I
PA,14,F,1,381.2,467.5,533.1,472.4,480.0,K
PA,13,F,0,385.3,379.0,477.1,435.4,600.0,C
TO,14,F,1,496.9,612.2,567.6,593.0,720.0,M
TO,14,F,1,377.0,386.1,485.9,446.1,500.0,E
TO,14,M,0,411.2,449.2,432.8,422.4,0.0,H
MA,14,F,0,,,,,,J
AC,14,F,1,,461.2,526.9,,520.0,Q
PA,14,F,0,522.9,561.1,558.2,658.1,860.0,F
PA,14,M,1,473.5,480.7,481.3,554.0,660.0,C
PA,14,F,0,484.3,468.7,544.9,545.5,600.0,L
PA,14,M,1,,,,,,B
PA,14,F,1,484.4,472.0,496.0,451.9,500.0,D
PA,14,M,1,381.1,474.9,506.3,377.6,600.0,H
PA,14,F,0,427.0,483.6,509.0,512.7,580.0,D
AP,14,M,0,415.3,515.3,519.2,472.9,320.0,B
TO,13,F,1,492.8,554.2,430.7,615.4,760.0,K
TO,14,F,0,472.1,603.6,556.8,608.9,800.0,J
MA,14,F,0,,,,,,A
MA,14,M,0,,,,,,Q
PA,13,F,1,503.1,447.5,470.4,493.8,560.0,H
PA,14,M,1,485.9,343.2,393.7,382.5,400.0,D
PA,14,F,0,419.2,494.1,515.3,383.4,680.0,B
PA,14,M,1,431.9,453.9,515.7,442.8,420.0,B
PA,14,F,0,350.7,334.5,449.3,473.3,0.0,F
PA,14,F,0,394.1,429.4,381.1,447.0,0.0,H
MA,13,F,0,,,,,,C
MA,14,F,1,577.7,601.5,548.8,623.6,700.0,H
AC,14,F,1,401.6,443.6,450.5,502.2,500.0,J
AC,14,F,0,478.8,456.5,428.6,457.3,560.0,H
AM,14,F,1,,,,,,D
AM,14,F,0,402.2,493.8,547.3,528.6,440.0,H
PA,14,F,1,546.9,554.5,595.7,510.4,600.0,E
PA,14,M,0,,,,,,Q
PA,14,F,0,562.5,508.8,526.7,481.8,620.0,Q
PA,14,F,1,380.0,429.2,519.7,366.4,500.0,C
TO,14,F,0,378.2,475.6,502.8,401.9,300.0,I
AM,14,F,1,,416.8,462.9,,420.0,D
AM,14,M,1,546.4,550.8,502.3,548.6,500.0,H
AM,14,F,1,435.5,502.6,547.1,493.1,420.0,H
AM,14,F,0,534.0,553.8,553.8,477.3,620.0,G
RR,14,F,1,480.9,580.7,544.6,491.9,640.0,N
PA,14,F,0,526.2,636.9,577.5,478.3,680.0,H
PA,14,F,1,,,,,,B
PA,14,F,1,391.4,454.8,487.3,394.7,760.0,E
PA,14,M,0,373.9,413.3,431.2,476.5,580.0,E
TO,14,F,1,592.9,540.7,580.0,670.7,760.0,J
PA,14,M,0,,567.3,579.6,,600.0,I
PA,14,F,0,529.3,,,600.2,,H
PA,14,M,0,,,,,,G
PA,14,F,0,,493.7,504.5,,460.0,H
TO,14,M,1,468.3,442.3,521.5,629.3,600.0,D
TO,14,M,0,453.6,460.3,524.7,560.7,620.0,D
MA,14,F,0,389.0,498.2,485.0,423.0,460.0,L
AM,14,F,0,386.4,490.3,534.7,603.3,560.0,H
PA,14,F,0,520.3,563.2,560.4,611.8,600.0,H
PA,14,M,1,,366.7,427.4,,440.0,D
PA,14,F,1,529.9,522.0,576.4,552.3,760.0,D
PA,14,F,0,507.6,547.1,523.7,494.8,600.0,G
PA,14,F,1,391.0,419.6,533.8,500.1,620.0,H
PA,14,F,1,436.2,413.7,446.2,419.9,440.0,D
AC,14,F,0,422.7,538.9,591.7,527.1,600.0,K
RO,14,M,1,424.0,369.4,466.2,377.0,460.0,G
AM,14,F,0,499.8,600.4,568.3,467.1,740.0,K
PA,14,F,1,510.9,544.9,595.8,637.5,860.0,I
PA,14,F,0,,,,,,Q
PA,14,F,1,432.6,461.4,443.2,439.5,600.0,G
PA,14,M,0,599.4,663.4,601.8,683.8,840.0,G
MA,14,F,0,,,,,,D
AM,14,F,0,,585.7,574.9,,0.0,K
PA,14,F,1,345.1,468.1,459.8,363.5,240.0,D
PA,14,F,1,368.2,462.2,413.4,397.9,520.0,B
MA,14,F,0,421.7,440.3,494.8,434.7,480.0,M
TO,13,F,1,492.2,397.6,469.4,627.6,640.0,L
AC,14,F,0,,,,,,E
PA,14,F,0,,548.8,552.2,,560.0,F
PA,14,F,1,495.2,546.6,540.7,544.2,580.0,B
AP,14,M,0,,,,,,K
TO,14,M,1,490.1,502.3,543.1,571.0,760.0,J
TO,13,F,0,350.5,440.8,509.2,517.4,340.0,C
AM,14,F,0,367.4,532.0,486.0,463.5,560.0,P
PA,14,M,1,441.0,460.9,490.5,520.5,680.0,F
PA,13,F,0,,442.5,444.5,,360.0,J
MA,14,F,0,449.5,523.0,570.7,637.5,480.0,Q
AM,14,M,1,342.3,513.9,461.1,396.7,600.0,D
RR,14,F,1,482.5,529.5,482.4,600.2,660.0,H
PA,14,M,1,537.9,599.4,579.1,564.4,680.0,I
PA,14,F,1,563.0,598.8,597.9,631.2,700.0,C
PA,14,F,1,561.4,589.4,601.8,613.4,720.0,C
PA,13,M,0,376.6,492.5,573.4,448.6,0.0,I
AP,14,F,1,466.8,577.4,559.6,515.9,640.0,N
MA,14,F,0,,543.6,573.7,,720.0,J
PA,14,F,1,427.6,486.9,554.0,458.7,600.0,B
PA,14,M,0,561.5,564.5,541.3,567.9,560.0,M
PA,14,M,1,459.6,373.9,441.7,606.6,660.0,M
SP,13,M,1,412.6,519.3,541.5,451.1,420.0,H
RJ,9,M,1,,487.6,569.3,,580.0,O
RJ,14,M,0,504.2,536.6,515.3,562.9,540.0,I
RJ,14,M,1,490.8,366.0,481.3,520.0,400.0,E
SP,14,M,0,438.1,410.7,469.1,438.1,340.0,D
SP,14,M,0,497.1,545.4,535.2,515.3,0.0,D
RJ,14,F,0,,,,,,B
SP,14,M,0,,639.1,543.8,,560.0,E
RJ,14,F,0,512.8,591.5,523.4,640.1,560.0,E
SP,14,M,0,490.8,561.6,558.7,806.6,580.0,Q
SP,14,M,0,489.7,545.2,552.6,444.1,620.0,H
SP,14,F,1,395.1,415.2,500.0,493.0,400.0,E
SP,13,F,0,443.3,497.8,528.0,417.5,320.0,G
SP,8,M,0,543.9,508.4,551.9,601.0,640.0,J
SP,14,M,0,434.7,513.9,500.3,507.8,500.0,I
SP,14,M,0,478.4,585.1,582.3,616.5,700.0,D
SP,14,F,0,,,,,,O
SP,14,F,0,544.2,610.6,571.8,685.8,660.0,K
SP,14,F,0,600.2,565.4,536.5,671.5,620.0,P
SP,12,F,0,409.0,376.9,488.4,444.5,360.0,H
RJ,14,M,0,394.5,388.5,480.7,473.1,500.0,I
PE,14,F,0,452.7,425.0,529.1,435.3,580.0,H
PE,14,F,1,644.0,595.6,598.7,704.7,840.0,H
CE,14,M,0,,359.7,550.9,,620.0,H
CE,14,M,0,399.7,414.0,425.5,605.8,560.0,B
CE,14,M,1,488.1,619.4,569.3,745.0,720.0,H
CE,14,M,1,,,,,,H
CE,14,M,0,633.5,630.0,597.8,660.7,600.0,B
CE,14,M,0,440.3,593.0,575.7,567.0,560.0,K
CE,14,M,0,507.5,638.0,506.9,663.6,580.0,N
CE,14,F,1,510.9,416.1,544.7,473.9,680.0,C
CE,14,F,0,558.4,528.8,521.2,531.8,640.0,P
PB,14,F,1,442.0,478.3,522.7,470.4,820.0,B
PB,14,M,0,,,,,,P
PB,14,F,0,565.3,594.9,553.3,679.6,740.0,D
PB,14,F,1,,,,,,L
PE,14,M,1,,,,,,B
PE,8,M,0,358.3,506.3,518.9,610.6,280.0,E
PE,14,F,1,,,,,,A
PE,14,F,0,482.1,377.9,392.2,417.3,0.0,B
PE,14,F,1,,,,,,B
CE,14,M,0,487.4,499.2,542.4,559.6,520.0,G
CE,14,F,1,377.3,587.7,513.0,451.9,460.0,H
PB,14,F,0,523.2,471.6,559.8,529.2,500.0,I
